step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,12.866370436720914,0,0.0,0.948991351692178,0,0.0
10.0,0,0.0,0.0,12.035180234378922,0,0.0,0.8922204547380134,0,0.0
15.0,4,6.0,0.3333333333333333,7.215273739050872,4,6.0,0.3935525981409875,4,6.0
20.0,6,33.0,1.8333333333333333,7.4146148990744285,6,33.0,0.4524954064981974,6,33.0
25.0,6,63.0,2.8636363636363638,6.147589793284696,6,63.0,0.37438432330464455,6,63.0
30.0,10,107.0,5.35,5.1113308896973155,10,107.0,0.36474517785303506,10,107.0
35.0,8,140.0,6.363636363636363,6.267533031429124,8,140.0,0.41371585910718706,8,140.0
40.0,8,134.0,4.785714285714286,7.266659555629339,8,134.0,0.45646194364884646,8,134.0
45.0,10,126.0,4.344827586206897,7.079843947318288,10,126.0,0.4202276239862362,10,126.0
50.0,12,166.0,5.928571428571429,5.0290219851346745,12,166.0,0.2874299796869375,12,166.0
55.0,12,196.0,6.533333333333333,5.691823319144657,12,205.0,0.32188407807111225,12,205.0
60.0,12,256.0,9.142857142857142,6.113875414274157,12,256.0,0.20860316065096887,12,256.0
65.0,14,325.0,9.848484848484848,7.215977656190324,14,325.0,0.27644957366112205,14,325.0
70.0,14,395.0,15.192307692307692,4.882795205637946,14,395.0,0.18885876220561,14,395.0
75.0,16,475.0,13.970588235294118,6.205272995216299,16,475.0,0.4184547790247945,16,475.0
80.0,15,500.0,15.625,5.302246392654781,15,500.0,0.37528151255133996,15,500.0
85.0,17,523.0,13.763157894736842,5.611033556395723,17,523.0,0.34199532607210736,17,523.0
90.0,21,608.0,16.88888888888889,4.154449784277654,21,608.0,0.19795875555838216,21,608.0
95.0,20,682.0,17.94736842105263,4.616541976815874,20,692.0,0.2002289507155735,20,692.0
100.0,20,782.0,21.72222222222222,5.49906373850792,20,782.0,0.2248762714824321,20,782.0
105.0,20,882.0,23.210526315789473,5.20794109546209,20,882.0,0.19026720801700514,20,882.0
110.0,22,988.0,25.333333333333332,5.716989752806007,22,988.0,0.2892608623204896,22,988.0
115.0,22,1098.0,29.675675675675677,4.690300090638479,22,1098.0,0.29522212252975677,22,1098.0
120.0,25,1215.0,33.75,3.067690418513162,25,1215.0,0.1391223997975277,25,1215.0
125.0,28,1351.0,33.775,3.7438727296721295,28,1351.0,0.19592345348246337,28,1351.0
130.0,29,1266.0,31.65,2.4942977736204903,29,1266.0,0.110212542105754,29,1266.0
135.0,21,554.0,13.19047619047619,3.796370103149136,21,993.0,0.17805290192032544,21,993.0
140.0,17,334.0,7.767441860465116,3.8072841570923104,17,1065.0,0.17762711068112255,17,1065.0
145.0,16,356.0,7.574468085106383,5.057499480087757,16,1124.0,0.27499797258402325,16,1124.0
150.0,21,339.0,6.918367346938775,4.661989931626112,21,1104.0,0.2675372398268534,21,1104.0
155.0,28,347.0,7.543478260869565,3.338079199645402,28,1171.0,0.1597502413881012,28,1171.0
160.0,35,483.0,9.66,2.6019972667647693,35,1302.0,0.12642396896059063,35,1302.0
165.0,30,586.0,12.46808510638298,2.3937633610345834,30,1425.0,0.08427076672003472,30,1425.0
170.0,31,723.0,13.903846153846153,3.5280943911106704,31,1503.0,0.1606142534579087,31,1503.0
175.0,32,831.0,16.959183673469386,2.716257597285733,32,1611.0,0.06748459103955945,32,1611.0
180.0,36,991.0,19.82,2.5385475012274337,36,1759.0,0.08207625190619895,36,1759.0
185.0,29,1094.0,20.25925925925926,3.8659280092872828,29,1896.0,0.17883758210034606,29,1896.0
190.0,30,1235.0,22.87037037037037,4.631597788618657,30,2000.0,0.2104715039925863,30,2000.0
195.0,33,1391.0,25.75925925925926,4.469091118597301,33,2146.0,0.15957719685213964,33,2146.0
200.0,36,1567.0,30.134615384615383,3.823638687588433,36,2322.0,0.11286795550806566,36,2322.0
205.0,34,1615.0,31.666666666666668,3.9395147323328352,34,2204.0,0.14564135192835412,34,2204.0
210.0,25,1122.0,22.44,3.300212076446062,25,2070.0,0.12383438347043059,25,2070.0
215.0,24,757.0,16.456521739130434,2.830239588835582,24,2189.0,0.13148299404033886,24,2189.0
220.0,20,550.0,9.821428571428571,4.368500068882872,20,2285.0,0.2431816740941439,20,2285.0
225.0,25,390.0,7.222222222222222,3.922597944449072,25,2125.0,0.2048340860911541,25,2125.0
230.0,31,394.0,6.912280701754386,2.9949398906727254,31,2129.0,0.12917522651632707,31,2129.0
235.0,41,547.0,9.945454545454545,2.4115025525850635,41,2028.0,0.07203534269868313,41,2028.0
240.0,35,533.0,9.350877192982455,2.7561958457549625,35,1944.0,0.10102302551190186,35,1944.0
245.0,30,492.0,8.945454545454545,2.389761102517221,30,2061.0,0.10657657495204442,30,2061.0
250.0,21,363.0,6.368421052631579,2.7578277586917355,21,2146.0,0.12733352814562005,21,2146.0
255.0,24,463.0,7.590163934426229,4.142341474274655,24,2196.0,0.1958151977666114,24,2196.0
260.0,31,474.0,7.645161290322581,3.692029942511516,31,2200.0,0.18128891791988172,31,2200.0
265.0,37,384.0,6.508474576271187,2.807513709497004,37,2237.0,0.14086743362364942,37,2237.0
270.0,42,582.0,9.540983606557377,3.1835569504876764,42,2308.0,0.09538962506121645,42,2308.0
275.0,45,773.0,13.101694915254237,2.5662753516383887,45,2492.0,0.0627931763384218,45,2492.0
280.0,37,854.0,14.474576271186441,2.4332182201012347,37,2646.0,0.09440687596369163,37,2646.0
285.0,37,939.0,16.473684210526315,2.2092545312273515,37,2497.0,0.08239579656416839,37,2497.0
290.0,32,707.0,11.046875,3.3637192057492014,32,2212.0,0.18709944857862257,32,2212.0
295.0,33,544.0,8.5,3.4493535017207604,33,2323.0,0.19139128279722048,33,2323.0
300.0,23,235.0,3.671875,3.2100283800917326,23,2420.0,0.15981507488978797,23,2420.0
305.0,22,184.0,2.830769230769231,3.3674854820792306,22,2443.0,0.11990296534736809,22,2443.0
310.0,30,322.0,4.953846153846154,4.282322860751731,30,2547.0,0.15342442085956715,30,2547.0
315.0,35,447.0,6.984375,3.3565686451625796,35,2389.0,0.12405050325863337,35,2389.0
320.0,36,435.0,7.372881355932203,2.3989457958178018,36,2135.0,0.09126372777408859,36,2135.0
325.0,35,457.0,7.253968253968254,2.830991140268735,35,2282.0,0.14657411686930719,35,2282.0
330.0,26,393.0,6.238095238095238,2.939439557255727,26,2406.0,0.14228793876290238,26,2406.0
335.0,23,404.0,6.3125,3.58891126574901,23,2210.0,0.18463835821891508,23,2210.0
340.0,30,438.0,6.9523809523809526,2.410452332542196,30,1947.0,0.08078302770671579,30,1947.0
345.0,32,394.0,6.15625,2.396394651858624,32,1961.0,0.09960212858339326,32,1961.0
350.0,28,291.0,4.546875,2.337265368962779,28,2020.0,0.09793002175397285,28,2020.0
355.0,33,390.0,6.0,2.2778881049931643,33,2042.0,0.09057882621742146,33,2042.0
360.0,34,392.0,6.125,2.2131352329043685,34,2151.0,0.03957585936936353,34,2151.0
365.0,36,488.0,6.873239436619718,4.103830045870546,36,2233.0,0.1894687215877197,36,2233.0
370.0,38,611.0,8.985294117647058,3.197842742951813,38,2133.0,0.141104698868345,38,2133.0
375.0,39,567.0,8.217391304347826,2.4979891666194614,39,1826.0,0.1046905298378986,39,1826.0
380.0,37,551.0,8.223880597014926,1.8904658301145825,37,1973.0,0.05071372116757212,37,1973.0
385.0,31,493.0,6.943661971830986,2.949461327879405,31,2103.0,0.1318840285687377,31,2103.0
390.0,27,498.0,7.432835820895522,3.093391545461851,27,2141.0,0.09932254054449507,27,2141.0
395.0,31,566.0,8.202898550724637,3.3329691183894226,31,2189.0,0.14400786755934117,31,2189.0
400.0,40,574.0,8.441176470588236,2.298331090205331,40,2269.0,0.12353576545054581,40,2269.0
405.0,54,795.0,11.19718309859155,2.0891775703293924,54,2471.0,0.10599341919426129,54,2471.0
410.0,48,963.0,13.56338028169014,1.788636466007276,48,2687.0,0.06289637906086927,48,2687.0
415.0,49,1168.0,16.0,2.988740011732253,49,2855.0,0.10071088456386457,49,2855.0
420.0,47,1319.0,18.84285714285714,2.153436157014046,47,2805.0,0.06936451461952198,47,2805.0
425.0,45,1163.0,16.380281690140844,2.326169982824325,45,2757.0,0.11049277899524952,45,2757.0
430.0,43,1040.0,15.072463768115941,1.5123948075437883,43,2937.0,0.051905695339524986,43,2937.0
435.0,35,852.0,10.923076923076923,3.097210042593839,35,3084.0,0.16789167914882355,35,3084.0
440.0,29,796.0,10.473684210526315,3.727226194399247,29,3184.0,0.17485186986925702,29,3184.0
445.0,37,678.0,8.582278481012658,2.579919313593839,37,3066.0,0.11851176465007432,37,3066.0
450.0,50,750.0,10.0,1.7351078077228494,50,3140.0,0.06997761777183466,50,3140.0
455.0,62,986.0,12.805194805194805,1.456184316249305,62,3122.0,0.05586798276271862,62,3122.0
460.0,58,1031.0,13.56578947368421,1.51866458372516,58,3128.0,0.052414198823761256,58,3128.0
