step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,11.746278499497647,0,0.0,0.8811166444975521,0,0.0
10.0,0,0.0,0.0,11.708571115566423,0,0.0,0.8817019568975809,0,0.0
15.0,1,3.0,0.16666666666666666,8.168784065923814,1,3.0,0.5023731164079405,1,3.0
20.0,8,34.0,1.8888888888888888,7.088530991505491,8,34.0,0.4022911796674774,8,34.0
25.0,9,76.0,3.8,6.2221819707746775,9,76.0,0.39168037507668985,9,76.0
30.0,10,124.0,6.2,6.093519847853316,10,124.0,0.340319369143234,10,124.0
35.0,10,174.0,7.565217391304348,6.31042095455628,10,174.0,0.32292885140202776,10,174.0
40.0,12,228.0,8.76923076923077,6.889210370856751,12,228.0,0.412695326815018,12,228.0
45.0,12,288.0,10.285714285714286,6.575145177261542,12,288.0,0.39390778530822274,12,288.0
50.0,16,357.0,12.75,4.78193856250293,16,357.0,0.23419958145848604,16,357.0
55.0,18,447.0,13.96875,5.64599307729224,18,447.0,0.24761972248878752,18,447.0
60.0,18,537.0,18.517241379310345,4.2694242443400015,18,537.0,0.16041224292046852,18,537.0
65.0,20,637.0,19.90625,4.859204400609634,20,637.0,0.2407787527135579,20,637.0
70.0,20,737.0,24.566666666666666,3.8188134320345073,20,737.0,0.16920967809596174,20,737.0
75.0,22,845.0,20.609756097560975,6.212522985762491,22,845.0,0.35505096961096044,22,845.0
80.0,21,829.0,21.81578947368421,4.877812351923476,21,829.0,0.2878040195035407,21,829.0
85.0,26,945.0,22.5,3.7858603368802997,26,945.0,0.1893173976536501,26,945.0
90.0,29,940.0,22.926829268292682,3.072050532827173,29,940.0,0.15230793033019707,29,940.0
95.0,22,704.0,15.644444444444444,3.659467902620812,22,915.0,0.15631268973054732,22,915.0
100.0,25,827.0,19.232558139534884,4.914975475729697,25,845.0,0.19701962949671686,25,845.0
105.0,26,953.0,20.717391304347824,4.2897838345616774,26,953.0,0.11188187361780395,26,953.0
110.0,29,910.0,19.361702127659573,4.387178293584801,29,910.0,0.22543161644268836,29,910.0
115.0,21,392.0,9.116279069767442,3.859897851004165,21,857.0,0.21897754299062114,21,857.0
120.0,17,351.0,7.8,4.014741694398619,17,807.0,0.19425666112859694,17,807.0
125.0,26,465.0,9.893617021276595,3.5854296776828005,26,921.0,0.12451484521598474,26,921.0
130.0,35,620.0,13.777777777777779,1.9096400394059592,35,1076.0,0.051854966673759814,35,1076.0
135.0,39,780.0,17.333333333333332,1.2753754804628767,39,1109.0,0.0903103169939706,39,1109.0
140.0,29,825.0,17.5531914893617,1.9501663575889778,29,1028.0,0.06100348519434124,29,1028.0
145.0,29,802.0,15.132075471698114,3.69785722924176,29,1047.0,0.1909111779758,29,1047.0
150.0,27,430.0,7.543859649122807,4.147103646162946,27,1013.0,0.20895135255172118,27,1013.0
155.0,26,281.0,5.30188679245283,4.558479215425969,26,894.0,0.19186336407512863,26,894.0
160.0,22,214.0,3.890909090909091,4.573843105966182,22,802.0,0.1703874294655724,22,802.0
165.0,19,260.0,5.2,3.9974940966419945,19,866.0,0.182680376350401,19,866.0
170.0,26,376.0,7.52,3.221772566943609,26,982.0,0.17916879097038924,26,982.0
175.0,29,456.0,9.306122448979592,1.6122913353032855,29,975.0,0.08443190140490597,29,975.0
180.0,28,308.0,5.923076923076923,2.0633648475659294,28,885.0,0.06824842009214903,28,885.0
185.0,28,302.0,5.298245614035087,3.480418471125891,28,971.0,0.16857053710308903,28,971.0
190.0,35,413.0,7.0,2.9486675480382396,35,1082.0,0.11294320053825854,35,1082.0
195.0,45,616.0,10.807017543859649,2.38237312791822,45,1285.0,0.04066825361765477,45,1285.0
200.0,45,780.0,13.220338983050848,1.694304442170043,45,1383.0,0.022409835428534402,45,1383.0
205.0,41,680.0,12.363636363636363,1.800771397378659,41,1406.0,0.0678264878067902,41,1406.0
210.0,33,603.0,10.767857142857142,3.4571956404405952,33,1324.0,0.1025076771340168,33,1324.0
215.0,26,507.0,9.566037735849056,4.43696382476245,26,1252.0,0.13763664469467998,26,1252.0
220.0,18,470.0,8.545454545454545,6.560854901942606,18,1163.0,0.36199330882614544,18,1163.0
225.0,18,480.0,9.056603773584905,5.585498769417262,18,1091.0,0.32127308750261996,18,1091.0
230.0,17,192.0,3.6226415094339623,3.86656213678858,17,1021.0,0.2095645623395571,17,1021.0
235.0,19,93.0,1.6607142857142858,3.3794471592657698,19,964.0,0.16157812726661722,19,964.0
240.0,30,215.0,3.706896551724138,2.379270395027357,30,1086.0,0.09597830131410134,30,1086.0
245.0,41,372.0,6.642857142857143,1.1680315232280505,41,1243.0,0.045714802449775424,41,1243.0
250.0,48,570.0,9.827586206896552,1.1004884936663024,48,1441.0,0.02939653006254646,48,1441.0
255.0,52,788.0,12.3125,2.0234526236712274,52,1535.0,0.08682961902487117,52,1535.0
260.0,42,848.0,13.46031746031746,2.0465173460096446,42,1629.0,0.09552636962502005,42,1629.0
265.0,38,884.0,13.8125,2.5592793497599895,38,1573.0,0.11236150133114535,38,1573.0
270.0,36,697.0,11.063492063492063,2.5735606482384434,36,1627.0,0.08084711501580842,36,1627.0
275.0,34,594.0,10.241379310344827,2.6446899984453016,34,1424.0,0.05468618204176865,34,1424.0
280.0,28,419.0,7.350877192982456,4.288664729472579,28,1360.0,0.16755383016350797,28,1360.0
285.0,20,305.0,5.865384615384615,5.121325632502626,20,1228.0,0.19704577720549493,20,1228.0
290.0,22,412.0,7.228070175438597,6.619841788221681,22,1167.0,0.36112804797406023,22,1167.0
295.0,23,465.0,8.303571428571429,5.319085401258613,23,1116.0,0.32300563544784744,23,1116.0
300.0,21,295.0,5.267857142857143,3.7718801813866714,21,1072.0,0.20640951871076563,21,1072.0
305.0,25,196.0,3.2666666666666666,2.7509309765737893,25,1114.0,0.1448007989823409,25,1114.0
310.0,34,246.0,3.9047619047619047,2.1233684307214946,34,1181.0,0.08117476739601491,34,1181.0
315.0,47,429.0,6.6,1.5790498395782624,47,1238.0,0.04558712147653276,47,1238.0
320.0,44,544.0,8.36923076923077,1.6517511194328363,44,1343.0,0.042107183837604055,44,1343.0
325.0,44,643.0,9.597014925373134,1.9272357244334937,44,1434.0,0.08933572013051064,44,1434.0
330.0,41,559.0,8.343283582089553,2.393477990117824,41,1448.0,0.11055756309608199,41,1448.0
335.0,36,518.0,7.969230769230769,3.2656013849142815,36,1341.0,0.1158573898270258,36,1341.0
340.0,36,511.0,7.984375,3.9043315224796453,36,1313.0,0.14568541978404362,36,1313.0
